review_id,review_text
R01398,"Bought it for carrying gym kit. The shoulder straps is better than I expected for the price, still solid after three months."
R01399,"Solid buy, no complaints at all."
R01400,Had this three months. Mainly use it for daily gym use. The lid gasket is the part that impressed me most.
R01401,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R01402,"Bought it for carrying a laptop and a lunch box. The base studs is better than I expected for the price, still solid after two weeks."
R01403,Mixed feelings. The carry loop is good but after two weeks the threading cross-threads easily. Fine if you use it lightly.
R01404,Been using this in a car cup holder for about three months now and the lid gasket has held up well. No complaints so far.
R01405,"Using it alongside an existing routine for two weeks. The pump dispenser does exactly what it needs to, nothing fancy but it works."
R01406,"Decent for gym sessions, though the heel lining wore through after six weeks. The outsole grip is still holding up at least."
R01407,Excellent! Very good product with superb finishing. Worth every penny!
R01408,"Bought it when breaking down a chicken. Within half a year a small chip appeared near the tip, so I would not buy again."
R01409,"Using it while cycling for four months. The nose pads does exactly what it needs to, nothing fancy but it works."
R01410,Used it when breaking down a chicken for two weeks and then the handle worked loose. Disappointing for what it cost.
R01411,Excellent! Very good product with superb finishing. Worth every penny!
R01412,Really happy with this case. The quality is great and it arrived quickly. Recommended.
R01413,Been using this on a work site for about three months now and the inner lining has held up well. No complaints so far.
R01414,Had this six weeks. Mainly use it while swimming. The crown is the part that impressed me most.
R01415,"This case is great quality and arrived fast. Very happy with it, recommended."
R01416,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R01417,"Great chair, quality is excellent and delivery was quick. Happy to recommend."
R01418,"Bought it on a weekend trip. The shoulder strap is better than I expected for the price, still solid after three months."
R01419,"This watch is great quality and arrived fast. Very happy with it, recommended."
R01420,"Bought it for floor workouts. The edge binding is better than I expected for the price, still solid after a month."
R01421,Been using this on a work site for about two weeks now and the button covers has held up well. No complaints so far.
R01422,"Using it for keeping tea hot at work for about eight months. The threading does exactly what it needs to, nothing fancy but it works."
R01423,"Using it in a heated class for half a year. The foam density does exactly what it needs to, nothing fancy but it works."
R01424,Worked fine at first but after about eight months the clasp stopped holding shut. The zip pull was the weak point.
R01425,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R01426,About three months in and the glide feet wore down. The glide feet clearly was not built for regular use.
R01427,Worked fine at first but after about eight months the pump stopped drawing product. The fragrance was the weak point.
R01428,"Very good, exactly what I wanted. Thanks!"
R01429,"This speaker is great quality and arrived fast. Very happy with it, recommended."
R01430,"Bought it on hikes. The threading is better than I expected for the price, still solid after six weeks."
R01431,"Awful. Cheap rubbish, nothing like the description. Avoid this seller completely."
R01432,"Very good, exactly what I wanted. Thanks!"
R01433,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R01434,"Using it on a glass desk for four months. The scroll wheel does exactly what it needs to, nothing fancy but it works."
R01435,Mixed feelings. The texture is good but after a month it broke me out after a fortnight. Fine if you use it lightly.
R01436,"Bought it on daily commutes. The ear tips is better than I expected for the price, still solid after three months."
R01437,"Pretty good overall, would buy again."
R01438,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R01439,Really happy with this bottle. The quality is great and it arrived quickly. Recommended.
R01440,"Bought it for daily office work. The sensor is better than I expected for the price, still solid after a month."
R01441,"Great pair of shoes, quality is excellent and delivery was quick. Happy to recommend."
R01442,"Works well, no issues so far. Good value."
R01443,Mixed feelings. The carry loop is good but after four months it stopped holding temperature. Fine if you use it lightly.
R01444,"Bought it on daily commutes. The battery is better than I expected for the price, still solid after a month."
R01445,Excellent! Very good product with superb finishing. Worth every penny!
R01446,Mixed feelings. The grip is good but after three months it started rusting at the bolster. Fine if you use it lightly.
R01447,Worked fine at first but after about eight months it gained a few minutes a week. The strap pins was the weak point.
R01448,Been using this while cycling for about six weeks now and the hinge screws has held up well. No complaints so far.
R01449,"This bag is great quality and arrived fast. Very happy with it, recommended."
R01450,About about eight months in and a shell corner cracked. The zip track clearly was not built for regular use.
R01451,"Does the job for daily commuting. Not perfect, the coating started flaking eventually, but for the price it is acceptable."
R01452,"Bought it for eight hour work days. The lumbar support is better than I expected for the price, still solid after about eight months."
R01453,Been using this for long gaming sessions for about half a year now and the armrest has held up well. No complaints so far.
R01454,"Very happy with this pair of shoes. Great quality, quick delivery. Would recommend."
R01455,"Bought it while swimming. Within two weeks the clasp stopped locking properly, so I would not buy again."
R01456,Worked fine at first but after three months battery life dropped noticeably. The ear tips was the weak point.
R01457,Excellent mouse. The quality is really good and it came fast. Recommended.
R01458,"Using it for gym sessions for six weeks. The heel counter does exactly what it needs to, nothing fancy but it works."
R01459,Had this four months. Mainly use it for monthly work travel. The spinner wheels is the part that impressed me most.
R01460,About a month in and a permanent crease formed. The foam density clearly was not built for regular use.
R01461,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01462,Decent product for the price. Satisfied.
R01463,Using it in a home office for four months now. The seat foam is well made and everything still works perfectly.
R01464,Worked fine at first but after about eight months a hinge screw worked loose. The frame was the weak point.
R01465,"Bought it for carrying gym kit. The main zip is better than I expected for the price, still solid after half a year."
R01466,Had this four months. Mainly use it for eight hour work days. The gas lift is the part that impressed me most.
R01467,Worked fine at first but after four months the stitching came loose at the strap. The inner lining was the weak point.
R01468,Had this three months. Mainly use it for daily gym use. The carry loop is the part that impressed me most.
R01469,"Very good, exactly what I wanted. Thanks!"
R01470,"Great mouse, quality is excellent and delivery was quick. Happy to recommend."
R01471,"Bought it for daily vegetable prep. The tang is better than I expected for the price, still solid after about eight months."
R01472,Excellent! Very good product with superb finishing. Worth every penny!
R01473,Using it for floor workouts for about eight months now. The surface texture is well made and everything still works perfectly.
R01474,Really happy with this speaker. The quality is great and it arrived quickly. Recommended.
R01475,"Great, arrived on time and works well."
R01476,Had this about eight months. Mainly use it for eight hour work days. The armrest is the part that impressed me most.
R01477,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01478,"Using it as a check-in bag for four months. The shell corners does exactly what it needs to, nothing fancy but it works."
R01479,Been using this for a formal event for about about eight months now and the crown has held up well. No complaints so far.
R01480,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R01481,Excellent pair of sunglasses. The quality is really good and it came fast. Recommended.
R01482,About three months in and it started leaking at the lid. The spout clearly was not built for regular use.
R01483,Been using this for work calls for about six weeks now and the charging case hinge has held up well. No complaints so far.
R01484,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01485,Had this half a year. Mainly use it while studying late. The gas lift is the part that impressed me most.
R01486,"Using it for monthly work travel for about eight months. The latches does exactly what it needs to, nothing fancy but it works."
R01487,"Very happy with this bag. Great quality, quick delivery. Would recommend."
R01488,"Using it as a work bag for two weeks. The zip pull does exactly what it needs to, nothing fancy but it works."
R01489,"This chair is great quality and arrived fast. Very happy with it, recommended."
R01490,"Great watch, quality is excellent and delivery was quick. Happy to recommend."
R01491,"This bag is great quality and arrived fast. Very happy with it, recommended."
R01492,Had this three months. Mainly use it on hikes. The inner coating is the part that impressed me most.
R01493,"Using it for driving for a month. The nose pads does exactly what it needs to, nothing fancy but it works."
R01494,"Does the job for daily commuting. Not perfect, a hinge screw worked loose eventually, but for the price it is acceptable."
R01495,"Using it in heavy rain for four months. The laptop sleeve does exactly what it needs to, nothing fancy but it works."
R01496,Really happy with this set of earbuds. The quality is great and it arrived quickly. Recommended.
R01497,Really happy with this pair of shoes. The quality is great and it arrived quickly. Recommended.
R01498,"This knife set is great quality and arrived fast. Very happy with it, recommended."
R01499,"Using it on a glass desk for a month. The side buttons does exactly what it needs to, nothing fancy but it works."
R01500,Been using this while cooking dinner for about four months now and the bass driver has held up well. No complaints so far.
R01501,"Bought it at a small house party. Within three months developed a rattle in the bass, so I would not buy again."
R01502,"Very happy with this pair of shoes. Great quality, quick delivery. Would recommend."
R01503,"Nice quality, does the job. Recommend."
R01504,"Pretty good overall, would buy again."
R01505,"Very good, exactly what I wanted. Thanks!"
R01506,"Very happy with this set. Great quality, quick delivery. Would recommend."
R01507,"Very good, exactly what I wanted. Thanks!"
R01508,Worked fine at first but after about eight months the camera lip wore down. The camera lip was the weak point.
R01509,Worked fine at first but after about eight months a zip tooth broke. The shoulder straps was the weak point.
R01510,About six weeks in and started crackling above half volume. The battery clearly was not built for regular use.
R01511,"Bought it at the gym. Within a month it gained a few minutes a week, so I would not buy again."
R01512,About three months in and the sole started separating at the toe. The insole clearly was not built for regular use.
R01513,"Bought it while cooking dinner. The battery is better than I expected for the price, still solid after a month."
R01514,"Pretty good overall, would buy again."
R01515,Been using this for carrying gym kit for about about eight months now and the chest clip has held up well. No complaints so far.
R01516,"This suitcase is great quality and arrived fast. Very happy with it, recommended."
R01517,Had this half a year. Mainly use it for a daily walk to work. The heel counter is the part that impressed me most.
R01518,"Does the job on a week of travel. Not perfect, the base fabric started fraying eventually, but for the price it is acceptable."
R01519,Had this four months. Mainly use it on daily commutes. The ear tips is the part that impressed me most.
R01520,"Using it when breaking down a chicken for three months. The handle rivets does exactly what it needs to, nothing fancy but it works."
R01521,Decent product for the price. Satisfied.
R01522,"Does the job on a two week trip. Not perfect, a shell corner cracked eventually, but for the price it is acceptable."
R01523,"Decent for monthly work travel, though the handle started sticking halfway after six weeks. The shell corners is still holding up at least."
R01524,"Bought it on a work site. The button covers is better than I expected for the price, still solid after two weeks."
R01525,Been using this for driving for about about eight months now and the lens coating has held up well. No complaints so far.
R01526,"Nice quality, does the job. Recommend."
R01527,Picked this up as a nightly routine. After four months the texture shows no wear at all. Exactly what I hoped for.
R01528,"Does the job for floor workouts. Not perfect, the foam compressed under the knees eventually, but for the price it is acceptable."
R01529,"Bought it for long gaming sessions. The lumbar support is better than I expected for the price, still solid after four months."
R01530,Had this four months. Mainly use it in a busy kitchen. The bolster is the part that impressed me most.
R01531,Used it on a long airport day for half a year and then the sole started separating at the toe. Disappointing for what it cost.
R01532,"Decent on a beach holiday, though the arms lost their tension after half a year. The lens coating is still holding up at least."
R01533,Used it for monthly work travel for half a year and then the handle started sticking halfway. Disappointing for what it cost.
R01534,"Pretty good overall, would buy again."
R01535,Been using this on a long flight for about a month now and the touch controls has held up well. No complaints so far.
R01536,Excellent pair of sunglasses. The quality is really good and it came fast. Recommended.
R01537,"Does the job for daily college carry. Not perfect, the strap padding compressed eventually, but for the price it is acceptable."
R01538,Using it with a screen protector fitted for half a year now. The button covers is well made and everything still works perfectly.
R01539,Used it for driving for six weeks and then a hinge screw worked loose. Disappointing for what it cost.
R01540,"Using it for driving for a month. The frame does exactly what it needs to, nothing fancy but it works."
R01541,"Bought it for daily morning practice. The foam density is better than I expected for the price, still solid after about eight months."
R01542,Had it three months on daily commutes. The charging case hinge has held up better than the last one I owned. Very pleased.
R01543,Decent product for the price. Satisfied.
R01544,"Pretty good overall, would buy again."
R01545,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R01546,"Using it for daily morning practice for half a year. The edge binding does exactly what it needs to, nothing fancy but it works."
R01547,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R01548,"Very happy with this bag. Great quality, quick delivery. Would recommend."
R01549,Been using this for daily morning practice for six weeks and the edge binding still looks new. Genuinely impressed with the build.
R01550,"This chair is great quality and arrived fast. Very happy with it, recommended."
R01551,"Very happy with this pair of sunglasses. Great quality, quick delivery. Would recommend."
R01552,Really happy with this backpack. The quality is great and it arrived quickly. Recommended.
R01553,"Pretty good overall, would buy again."
R01554,"Bought it for monthly work travel. The spinner wheels is better than I expected for the price, still solid after about eight months."
R01555,Using it in a car cup holder for about eight months now. The inner coating is well made and everything still works perfectly.
R01556,"Using it in heavy rain for a month. The shoulder straps does exactly what it needs to, nothing fancy but it works."
R01557,Had this six weeks. Mainly use it as a work bag. The base studs is the part that impressed me most.
R01558,Really happy with this set. The quality is great and it arrived quickly. Recommended.
R01559,Been using this for driving for about two weeks now and the nose pads has held up well. No complaints so far.
R01560,"Great knife set, quality is excellent and delivery was quick. Happy to recommend."
R01561,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01562,"Bought it in a heated class. The underside grip is better than I expected for the price, still solid after about eight months."
R01563,Excellent knife set. The quality is really good and it came fast. Recommended.
R01564,"Does the job on daily commutes. Not perfect, battery life dropped noticeably eventually, but for the price it is acceptable."
R01565,"This mouse is great quality and arrived fast. Very happy with it, recommended."
R01566,Been using this on a week of travel for about four months now and the shoulder straps has held up well. No complaints so far.
R01567,"Nice quality, does the job. Recommend."
R01568,"Using it for monthly work travel for six weeks. The zip track does exactly what it needs to, nothing fancy but it works."
R01569,Worst purchase. Poor quality item. Totally disappointed. Not recommended at all.
R01570,Mixed feelings. The main zip is good but after four months it soaked through in rain. Fine if you use it lightly.
R01571,Had this half a year. Mainly use it for eight hour work days. The lumbar support is the part that impressed me most.
R01572,Worked fine at first but after two weeks battery life dropped noticeably. The mic was the weak point.
R01573,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R01574,Really happy with this knife set. The quality is great and it arrived quickly. Recommended.
R01575,Been using this for gym sessions for about half a year now and the outsole grip has held up well. No complaints so far.
R01576,Excellent! Very good product with superb finishing. Worth every penny!
R01577,About two weeks in and the clasp stopped locking properly. The bezel clearly was not built for regular use.
R01578,Had this six weeks. Mainly use it with a laptop while travelling. The side buttons is the part that impressed me most.
R01579,Excellent case. The quality is really good and it came fast. Recommended.
R01580,Really happy with this bag. The quality is great and it arrived quickly. Recommended.
R01581,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R01582,"Bought it in the shower. The charging port is better than I expected for the price, still solid after about eight months."
R01583,"Bought it for daily office work. The sensor is better than I expected for the price, still solid after a month."
R01584,"Bought it for long gaming sessions. The armrest is better than I expected for the price, still solid after two weeks."
R01585,Had this a month. Mainly use it on sensitive skin. The pump dispenser is the part that impressed me most.
R01586,Been using this as a nightly routine for about about eight months now and the fragrance has held up well. No complaints so far.
R01587,"This pair of shoes is great quality and arrived fast. Very happy with it, recommended."
R01588,"Very happy with this set. Great quality, quick delivery. Would recommend."
R01589,Decent product for the price. Satisfied.
R01590,"Using it while studying late for six weeks. The armrest does exactly what it needs to, nothing fancy but it works."
R01591,"Does the job for daily morning practice. Not perfect, a permanent crease formed eventually, but for the price it is acceptable."
R01592,"Bought it while cycling. Within half a year the arms lost their tension, so I would not buy again."
R01593,Really happy with this bottle. The quality is great and it arrived quickly. Recommended.
R01594,"Great mouse, quality is excellent and delivery was quick. Happy to recommend."
R01595,Wonderful item! Top quality and great service. Would definitely recommend!
R01596,Worked fine at first but after two weeks the pump stopped drawing product. The consistency was the weak point.
R01597,"Bought it during workouts. Within four months the touch controls got erratic, so I would not buy again."
R01598,Worked fine at first but after two weeks a side button stopped registering. The glide feet was the weak point.
R01599,"Bought it for daily morning practice. The underside grip is better than I expected for the price, still solid after about eight months."
R01600,Used it for gaming for about eight months and then the scroll wheel got notchy. Disappointing for what it cost.
R01601,About half a year in and battery life dropped noticeably. The touch controls clearly was not built for regular use.
R01602,Excellent! Very good product with superb finishing. Worth every penny!
R01603,Used it for carrying gym kit for half a year and then the base fabric started fraying. Disappointing for what it cost.
R01604,Had this two weeks. Mainly use it on a week of travel. The base fabric is the part that impressed me most.
R01605,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R01606,Really happy with this backpack. The quality is great and it arrived quickly. Recommended.
R01607,Been using this in a home office for about four months now and the lumbar support has held up well. No complaints so far.
R01608,Worked fine at first but after two weeks the sole started separating at the toe. The insole was the weak point.
R01609,Been using this for a daily walk to work for about half a year now and the toe box has held up well. No complaints so far.
R01610,"Bought it for daily vegetable prep. Within about eight months a small chip appeared near the tip, so I would not buy again."
R01611,"Very happy with this pair of shoes. Great quality, quick delivery. Would recommend."
R01612,Had this three months. Mainly use it on a long flight. The touch controls is the part that impressed me most.
R01613,About two weeks in and the left click started double-clicking. The sensor clearly was not built for regular use.
R01614,Worked fine at first but after a month the coating started flaking. The frame was the weak point.
R01615,"Bought it for floor workouts. The edge binding is better than I expected for the price, still solid after half a year."
R01616,Been using this for long gaming sessions for about two weeks now and the seat foam has held up well. No complaints so far.
R01617,Been using this for daily pocket carry for two weeks and the port cutout still looks new. Genuinely impressed with the build.
R01618,"Bought it while cycling. The lens coating is better than I expected for the price, still solid after a month."
R01619,Using it through a dry winter for a month now. The pump dispenser is well made and everything still works perfectly.
R01620,"Using it for daily college carry for a month. The chest clip does exactly what it needs to, nothing fancy but it works."
R01621,Mixed feelings. The crystal is good but after half a year it gained a few minutes a week. Fine if you use it lightly.
R01622,Using it for gaming for a month now. The sensor is well made and everything still works perfectly.
R01623,About six weeks in and the edge dulled within a month. The bolster clearly was not built for regular use.
R01624,"Bought it for daily commuting. Within half a year the nose pads discoloured, so I would not buy again."
R01625,"Very good, exactly what I wanted. Thanks!"
R01626,"Great pair of sunglasses, quality is excellent and delivery was quick. Happy to recommend."
R01627,Had it a month for daily college carry. The shoulder straps has held up better than the last one I owned. Very pleased.
R01628,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R01629,Been using this for daily commuting for about about eight months now and the frame has held up well. No complaints so far.
R01630,Been using this on a hardwood floor for about half a year now and the edge binding has held up well. No complaints so far.
R01631,Worked fine at first but after two weeks the sole started separating at the toe. The outsole grip was the weak point.
R01632,"Very good, exactly what I wanted. Thanks!"
R01633,Worst purchase. Poor quality item. Totally disappointed. Not recommended at all.
R01634,"Very happy with this watch. Great quality, quick delivery. Would recommend."
R01635,Excellent knife set. The quality is really good and it came fast. Recommended.
R01636,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01637,"Does the job for a formal event. Not perfect, the crystal picked up a scratch eventually, but for the price it is acceptable."
R01638,Had this six weeks. Mainly use it for daily commuting. The base studs is the part that impressed me most.
R01639,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01640,Been using this on the balcony during a barbecue for about two weeks now and the battery has held up well. No complaints so far.
R01641,"Pretty good overall, would buy again."
R01642,About about eight months in and an armrest developed play. The lumbar support clearly was not built for regular use.
R01643,Had this four months. Mainly use it for daily vegetable prep. The blade edge is the part that impressed me most.
R01644,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R01645,"Bought it for daily gym use. The spout is better than I expected for the price, still solid after half a year."
R01646,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01647,"Using it for eight hour work days for four months. The castor wheels does exactly what it needs to, nothing fancy but it works."
R01648,Excellent set of earbuds. The quality is really good and it came fast. Recommended.
R01649,"Bought it for daily pocket carry. Within three months the camera lip wore down, so I would not buy again."
R01650,"Solid buy, no complaints at all."
R01651,Excellent suitcase. The quality is really good and it came fast. Recommended.
R01652,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R01653,"Bought it at the gym. The crown is better than I expected for the price, still solid after six weeks."
R01654,"Does the job for keeping tea hot at work. Not perfect, the threading cross-threads easily eventually, but for the price it is acceptable."
R01655,"Does the job on wet pavement. Not perfect, the insole compressed flat eventually, but for the price it is acceptable."
R01656,Had it six weeks for a formal event. The clasp has held up better than the last one I owned. Very pleased.
R01657,Been using this at the gym for about two weeks now and the clasp has held up well. No complaints so far.
R01658,"This set of earbuds is great quality and arrived fast. Very happy with it, recommended."
R01659,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R01660,"This chair is great quality and arrived fast. Very happy with it, recommended."
R01661,"Very happy with this speaker. Great quality, quick delivery. Would recommend."
R01662,Really happy with this pair of shoes. The quality is great and it arrived quickly. Recommended.
R01663,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R01664,Had this a month. Mainly use it while studying late. The lumbar support is the part that impressed me most.
R01665,"Using it after a waist height drop onto tile for half a year. The button covers does exactly what it needs to, nothing fancy but it works."
R01666,About six weeks in and it started flaking at the edges. The surface texture clearly was not built for regular use.
R01667,"Using it when breaking down a chicken for six weeks. The blade edge does exactly what it needs to, nothing fancy but it works."
R01668,Excellent set of earbuds. The quality is really good and it came fast. Recommended.
R01669,"Bought it for daily commuting. Within three months the zip started catching, so I would not buy again."
R01670,"Decent on a glass desk, though the glide feet wore down after two weeks. The glide feet is still holding up at least."
R01671,Picked this up on a two week trip. After four months the latches shows no wear at all. Exactly what I hoped for.
R01672,"Bought it while cooking dinner. The battery is better than I expected for the price, still solid after six weeks."
R01673,Had this a month. Mainly use it for carrying a laptop and a lunch box. The magnetic clasp is the part that impressed me most.
R01674,"Nice quality, does the job. Recommend."
R01675,Using it when breaking down a chicken for about eight months now. The tang is well made and everything still works perfectly.
R01676,Excellent! Very good product with superb finishing. Worth every penny!
R01677,"This set is great quality and arrived fast. Very happy with it, recommended."
R01678,"Bought it for a daily walk to work. The laces is better than I expected for the price, still solid after about eight months."
R01679,Really happy with this speaker. The quality is great and it arrived quickly. Recommended.
R01680,"Very good, exactly what I wanted. Thanks!"
R01681,"Very happy with this knife set. Great quality, quick delivery. Would recommend."
R01682,"Great set, quality is excellent and delivery was quick. Happy to recommend."
R01683,"Very good, exactly what I wanted. Thanks!"
R01684,Worked fine at first but after six weeks the glide feet wore down. The scroll wheel was the weak point.
R01685,"This set is great quality and arrived fast. Very happy with it, recommended."
R01686,"Very happy with this set. Great quality, quick delivery. Would recommend."
R01687,"Using it for daily morning practice for half a year. The surface texture does exactly what it needs to, nothing fancy but it works."
R01688,"Very good, exactly what I wanted. Thanks!"
R01689,Really happy with this set. The quality is great and it arrived quickly. Recommended.
R01690,Using it while cooking dinner for four months now. The battery is well made and everything still works perfectly.
R01691,"Bought it on daily commutes. The mic is better than I expected for the price, still solid after two weeks."
R01692,Been using this in a heated class for about six weeks now and the surface texture has held up well. No complaints so far.
R01693,"Very happy with this bottle. Great quality, quick delivery. Would recommend."
R01694,"Great pair of sunglasses, quality is excellent and delivery was quick. Happy to recommend."
R01695,"Using it on a weekend trip for two weeks. The shoulder strap does exactly what it needs to, nothing fancy but it works."
R01696,"Good product, works fine. Happy with it."
R01697,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R01698,Picked this up for carrying a laptop and a lunch box. After four months the shoulder strap shows no wear at all. Exactly what I hoped for.
R01699,Picked this up on a long airport day. After about eight months the laces shows no wear at all. Exactly what I hoped for.
R01700,"Good product, works fine. Happy with it."
R01701,"Bought it in a busy kitchen. The handle rivets is better than I expected for the price, still solid after two weeks."
R01702,"Bought it on the balcony during a barbecue. The rubber seal is better than I expected for the price, still solid after six weeks."
R01703,Really happy with this bag. The quality is great and it arrived quickly. Recommended.
R01704,"Bought it for daily morning practice. The edge binding is better than I expected for the price, still solid after a month."
R01705,Worked fine at first but after two weeks the left bud stopped charging. The touch controls was the weak point.
R01706,Excellent set of earbuds. The quality is really good and it came fast. Recommended.
R01707,"Very happy with this set. Great quality, quick delivery. Would recommend."
R01708,"Great set of earbuds, quality is excellent and delivery was quick. Happy to recommend."
R01709,Had this four months. Mainly use it for gym sessions. The heel counter is the part that impressed me most.
R01710,"Bought it for daily commuting. The shoulder strap is better than I expected for the price, still solid after six weeks."
R01711,Excellent! Very good product with superb finishing. Worth every penny!
R01712,"Pretty good overall, would buy again."
R01713,"Pretty good overall, would buy again."
R01714,"Using it while swimming for three months. The clasp does exactly what it needs to, nothing fancy but it works."
R01715,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R01716,Had this three months. Mainly use it on wet pavement. The heel counter is the part that impressed me most.
R01717,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R01718,"Bought it for a formal event. The bezel is better than I expected for the price, still solid after two weeks."
R01719,Had this three months. Mainly use it for carrying gym kit. The laptop sleeve is the part that impressed me most.
R01720,"Great backpack, quality is excellent and delivery was quick. Happy to recommend."
R01721,Worked fine at first but after two weeks the pump stopped drawing product. The jar seal was the weak point.
R01722,Mixed feelings. The crystal is good but after three months it gained a few minutes a week. Fine if you use it lightly.
R01723,Using it in a busy kitchen for two weeks now. The blade edge is well made and everything still works perfectly.
R01724,Worked fine at first but after two weeks the heel lining wore through. The toe box was the weak point.
R01725,"This suitcase is great quality and arrived fast. Very happy with it, recommended."
R01726,"Using it on a long airport day for about eight months. The insole does exactly what it needs to, nothing fancy but it works."
R01727,"Good product, works fine. Happy with it."
R01728,Been using this for carrying a laptop and a lunch box for about two weeks now and the base studs has held up well. No complaints so far.
R01729,"Great mat, quality is excellent and delivery was quick. Happy to recommend."
R01730,"Very happy with this mat. Great quality, quick delivery. Would recommend."
R01731,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R01732,"Very happy with this watch. Great quality, quick delivery. Would recommend."
R01733,"Using it through three connecting flights for about eight months. The shell corners does exactly what it needs to, nothing fancy but it works."
R01734,"This watch is great quality and arrived fast. Very happy with it, recommended."
R01735,"Using it on a work site for six weeks. The camera lip does exactly what it needs to, nothing fancy but it works."
R01736,Had it a month on a beach holiday. The nose pads has held up better than the last one I owned. Very pleased.
R01737,About four months in and a side button stopped registering. The scroll wheel clearly was not built for regular use.
R01738,Excellent knife set. The quality is really good and it came fast. Recommended.
R01739,"Bought it after a waist height drop onto tile. Within a month it stretched and stopped gripping, so I would not buy again."
R01740,"Using it at a small house party for three months. The battery does exactly what it needs to, nothing fancy but it works."
R01741,Mixed feelings. The bezel is good but after about eight months it gained a few minutes a week. Fine if you use it lightly.
R01742,Worked fine at first but after a month it stopped holding temperature. The spout was the weak point.
R01743,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R01744,"This bag is great quality and arrived fast. Very happy with it, recommended."
R01745,Mixed feelings. The crystal is good but after four months it gained a few minutes a week. Fine if you use it lightly.
R01746,"Works well, no issues so far. Good value."
R01747,Really happy with this case. The quality is great and it arrived quickly. Recommended.
R01748,"Decent when breaking down a chicken, though a small chip appeared near the tip after half a year. The handle rivets is still holding up at least."
R01749,"Great suitcase, quality is excellent and delivery was quick. Happy to recommend."
R01750,"Very happy with this set. Great quality, quick delivery. Would recommend."
R01751,"Does the job on a camping trip. Not perfect, started crackling above half volume eventually, but for the price it is acceptable."
R01752,"Bought it for daily college carry. Within three months a zip tooth broke, so I would not buy again."
R01753,"Using it for daily college carry for about eight months. The chest clip does exactly what it needs to, nothing fancy but it works."
R01754,Been using this for driving for about six weeks now and the temple arms has held up well. No complaints so far.
R01755,"Bought it for daily pocket carry. The inner lining is better than I expected for the price, still solid after two weeks."
R01756,Had this half a year. Mainly use it on a long flight. The ear tips is the part that impressed me most.
R01757,"Bought it for daily commuting. The zip pull is better than I expected for the price, still solid after two weeks."
R01758,"Bought it for driving. Within six weeks the nose pads discoloured, so I would not buy again."
R01759,"Bought it in a busy kitchen. The blade edge is better than I expected for the price, still solid after four months."
R01760,"Pretty good overall, would buy again."
R01761,Really happy with this pair of shoes. The quality is great and it arrived quickly. Recommended.
R01762,"Bought it for daily commuting. The base studs is better than I expected for the price, still solid after three months."
R01763,Been using this with a screen protector fitted for about six weeks now and the corner bumpers has held up well. No complaints so far.
R01764,"Bought it alongside an existing routine. The jar seal is better than I expected for the price, still solid after a month."
R01765,"Good product, works fine. Happy with it."
R01766,"Bought it in a car cup holder. The spout is better than I expected for the price, still solid after half a year."
R01767,About three months in and the handle worked loose. The handle rivets clearly was not built for regular use.
R01768,Used it on a long airport day for two weeks and then the insole compressed flat. Disappointing for what it cost.
R01769,Been using this for daily vegetable prep for about about eight months now and the grip has held up well. No complaints so far.
R01770,"This speaker is great quality and arrived fast. Very happy with it, recommended."
R01771,Worked fine at first but after half a year the handle worked loose. The grip was the weak point.
R01772,"This mat is great quality and arrived fast. Very happy with it, recommended."
R01773,"Bought it through three connecting flights. The latches is better than I expected for the price, still solid after two weeks."
R01774,Had this about eight months. Mainly use it in a heated class. The edge binding is the part that impressed me most.
R01775,"Pretty good overall, would buy again."
R01776,"Great mat, quality is excellent and delivery was quick. Happy to recommend."
R01777,"Using it with a screen protector fitted for about eight months. The button covers does exactly what it needs to, nothing fancy but it works."
R01778,About a month in and battery life dropped noticeably. The mic clearly was not built for regular use.
